,Id,roberta_neg,roberta_neu,roberta_pos,Review,Stars,like,dislike,Label
0,1,0.61443585,0.31082314,0.07474103,"Thought I would like a low consumption toilet at 1.6 gallons of water. Should save water, right? Here's what they don't tell you: If you just flush the toilet like normal not everything will go down the drain (even if you only used one small length of toilet paper). So then you have to flush 2x to make it go away. No savings there! What I found was you have to stand there and hold the handle down until everything goes the drain - it's like you are using an old finicky toilet from the 50's. This is the first time in about 30 years I did not own a Kohler brand toilet and I can say - I will never buy another toilet if it isn't a Kohler.",1,37,12,Negative
1,2,0.6182904,0.29240194,0.08930769,"As far as how they function? They are fine. They offer a good flush and the tank fills fast. That being said, keeping the bowl clean after 'doing your business"" (#2) is not easy. The water line isn't high enough to catch what you're leaving, if you know what I mean. PLUS! I just came home after having these things for almost a year and the tank cracked. I have no idea how this happened but it cracked from the top. I'm about to contact American Standard to see if they'll replace it.",3,64,9,Negative
2,3,0.5237387,0.3910068,0.08525457,"I always linked the variance in price to looks, features, etc., but never did I think it would affect performance. I purposely chose the 1.6 over the water saving 1.28 because I heard multiple flushes were often and more likely needed with them. Surprisingly, this 1.6 has a like problem but, I don't believe it is due to the lack of water. On the contrary, more to do with the design of the flow. When flushing the water doesn't much swirl around to do what you can envision it needs to do at times. Rather, it just drops down and out with the minimal flow experienced being the start of the refill. Disappointingly, I have to flush multiple times as I feared I would have to do with the 1.28gpf and even with multiple flushes, I have to resort to the brush because, as I stated previously, the water doesn't get to all of the bowl surface. Is this unique to American Standard? Possibly. They all have their design. Would it be unique to the price? It's not a budget toilet by far, those $96 specials. So, I don't know. I only know what I am experiencing and want to share this experience with you. Now, I know some of you have your mind in the toilet. So keep it to yourself! I reserve the right to add an image or video in the future. lol. I""m trying to make the best of a bad situation so, don't let my humor deter you from the facts I pointed out. You'll be wasting your money and time to this ill designed waste disposal system. Good luck!",1,110,12,Negative
3,4,0.025824536,0.07673776,0.89743775,"I ordered this toilet 3 times from Home Depot. All three times the toilet came in broken! Then the Home Depot said they was out of stock! So I ordered it through Lowes. I noticed when it came in that it was double boxed and packaged with foam in between. Maybe American Standard finally learned how to ship a toilet properly through UPS. Now that it is finally installed I can honestly say this is a great toilet. I don't know why it is so hard to find an elongated bowl with the standard height, but it is. That is why I ordered this. I am very happy now, finally.",5,6,3,Positive
4,5,0.35270405,0.45052993,0.19676603,"This is one of the cheapest toilet with standard height (I don't like chair height). The flush power is a little weak... time to time there's occasion that I have to flush twice. Other than that, it's o.k.",4,21,4,Neutral
5,6,0.47848612,0.50106454,0.020449268,Many times it takes multiple flushes to remove contents.,2,13,2,Neutral
6,7,0.0018200919,0.020946499,0.9772334,"Purchased two of these toilets in linen color. Perfect match for our other bathroom fixtures. Installation was a breeze and they do just what you expect from a toilet... flush well. Just what I needed, and on sale they were a great value too!",5,14,4,Positive
7,8,0.19459191,0.5241522,0.2812558,"Replaced a toilet that had to be plunged every day. This toilet hasn't been plunged once in 2 months. Quiet, powerful flush.",5,13,3,Neutral
8,9,0.14142853,0.39438492,0.46418658,1st one came in broken. Had to reorder took a while to get once got worked good. Flushes good,4,14,6,Positive
9,10,0.06378046,0.33281973,0.6033998,Wanted to upgrade my old round bowl. This was the perfect price and fit. The height is just right not the newer higher ones for people that can't stand up. With just a slight push the lever lets in enough water to flush everything unlike some models that you need to hold down to let enough water out. I'm planning to change out my other toilet that's too tall. Anyone want a used tall toilet?,5,4,4,Positive
10,11,0.39034584,0.5864624,0.023191784,every time it takes multiple flushes to remove contents.,1,7,5,Neutral
11,12,0.0072759623,0.02952594,0.9631981,"We were very pleased with this toilet. It had the features we wanted at a fair price, and the color was a perfect match for the very old one we were replacing. It's a nice height and works well; it's also much quieter than the old one. It was very well packaged to prevent damage, too. I really don't know what more anyone could ask.",5,2,1,Positive
12,13,0.003508627,0.03592619,0.96056515,I had this toilet installed a week ago and so far it works as advertised. I'm impressed that it only uses 1.6 gallons per flush and works as well as my old 3.5 gallon per flush Toilet.,5,3,2,Positive
13,14,0.26752728,0.41831577,0.3141569,"Description was for a 2pc toilet. We know there was not supposed to be a seat, but all we got was the toilet bowl. No tank. Husband has had three back surgeries so we didn't want to take it back as it is pretty heavy. Our local Lowe's handled the situation perfectly. We are happy Lowe's customers, but I wouldn't advise ordering a toilet.",1,1,1,Neutral
14,15,0.16346402,0.70462096,0.13191497,What more do you need to know other than it works just like it should.,5,4,7,Neutral
15,16,0.18035333,0.30992192,0.50972474,"Spend the extra money and get one that actually flushes! The bowl is so tiny, my husband is very uncomfortable sitting on the toilet. It's perfect for my four year old.",2,3,6,Positive
16,17,0.06656206,0.21106017,0.72237784,first order came in broken but LOWES staff worked to reorder and rush the shipment. installed very easy. looks nice in bathroom.,4,1,2,Positive
17,18,0.043335892,0.2518726,0.70479155,"Easy install, filled properly right out of the box with no adjustment, quick flush that cleans the bowl with little water usage. Just what we needed. When the old toilet in the other bathroom finally wears out, it will be replaced with an American Standard like this one.",5,0,2,Positive
18,19,0.16035303,0.48512748,0.35451952,Overall the toilet is what I expected and easy to install. While the toilet functions as promised the kits (unlike others we researched) did not come with a wax ring or a toilet seat. In addition one of the two units was also missing basic parts like the rubber washers.,3,0,0,Neutral
19,20,0.90618205,0.0872083,0.006609678,Ordered this toilet twice and both times it came in broken.,1,1,3,Negative
20,21,0.97186726,0.025893653,0.0022391742,I don't like the toilet seat. It doesn't tighten fully and the seat moves from side to side. I also don't like the slow closing lid. It needs to be made of something other than plastic.,3,0,0,Negative
21,22,0.34860274,0.53704005,0.11435722,"This toilet is very much the same as the one I had prior to it. The only minus is no seat is included, but I had wanted a resin seat so it didn't really matter anyway.",5,0,0,Neutral
22,23,0.33985272,0.45331752,0.20682977,The earthquake caused the old tank/base interface to fail. This toilet was a good deal and replacement.,4,0,5,Neutral
23,24,0.0017169715,0.009249479,0.9890336,I’m so happy with my new toilet it was exactly the size and fit for my new home.,5,0,0,Positive
