,Id,roberta_neg,roberta_neu,roberta_pos,Review,Stars,like,dislike,Label
0,1,0.517995,0.37772498,0.10427998,Nice design with poor quality control. Tank leaked during install. Had to replace fill valve and remove excess porcelain cement from fill valve opening to make it smooth and round.,1,0,0,Negative
1,2,0.047975317,0.36174592,0.59027874,"I have bought other toilets for a rental. Sometimes there isn't much water in the bowl. Without enough water in bowl, you may need to clean the bowl much more often than usual, if you know what I mean. This toilet does hold a good amount of water in bowl. As far as people saying they need to flush 2 or 3 times....all you need to do is hold down the flushing handle for an extra 1-2 seconds and you get more water flushing from the tank through the bowl. (Quick flush for # 1 and Hold down lever longer for a long flush for #2). It does have a cheap seat, but I used the seat I had instead. The Wax Ring is good. It is deep for a good seal and it has the flange on it. Don't forget to get a very long water supply line. If not sure how long, just get the longest one they have. If too long, you can just twist it into a circle. You'll never see it behind the toilet. This is a high toilet (17 1/2 inches to top of seat). My wife is 5' 4"" . She said "" any higher she would need a step stool"" but she likes the height. We have been using this for over a month now with no complaints or concerns.",5,21,1,Positive
2,3,0.095175266,0.21836965,0.68645513,"Replacing the 'innards' of my last toilet I must have cracked the tank, as it wouldn't stop leaking. After many failed attempts to fix the leak I broke down and purchased this toilet. Time to remove old toilet and install the new toilet was about 1.5 hours. The majority of that time was removing the old toilet and cleaning up the wax ring and caulk. Installing the new toilet probably only took 20 minutes. Everything in the tank was pre-installed which I LOVED. It took less time to install this then to replace the parts in my old toilet. Flush is very powerful, quiet and short. Would definitely recommend to others.",5,29,0,Positive
3,4,0.06858333,0.23312396,0.69829273,"I purchased this unit instead of a Kohler due to availability of bone which matched my existing almond fixtures better than the Kohler biscuit. I especially liked the included ""tools"" that made installation easy plus the nylon wing nuts for the floor bolts. The only thing I did not like as well as the Kohler product is the included seat-it is very thin and flexes easily. I may have to tell some of my heavier friends to use another bathroom with a wood seat. Flushes quickly and a vast improvement over the 20-year old Crane it replaced. Happy with this purchase, saved $53 over the Kohler and other than the seat, works as well as my Kohlers installed recently.",5,13,0,Positive
4,5,0.011676991,0.074296206,0.9140268,"I bought this to replace a Kohler made in 1977 in a house I bought. I like the complete kit, everything in the box. Went together very eaisily with no problems. Clean design, looks great. I also like the built in ""dam"" between the tank and bowl, stops liquid from gathering. Flush power is VERY impressive, box says it scores 1000 on MaP scale of 100 to 1000, and I can see why. Also someone FINALLY decided to invent taller caps to cover the bolts holding toilet to floor. No need to cut them off. That was always a hard job to do. For the price, it's a no brainer.",5,66,0,Positive
5,6,0.027924234,0.16407667,0.80799913,"Had to replace toilet w/ one that was ADA compliant. The standard toilet was at least 18 years old, still working though, but very low. This one is 16.5 inches tall w/ the seat. It was very easy to install and though we did not really use the instructions, they were pretty good if someone wanted to install it and had little experience. Does not use very much water and flushes very well. I believe the ""rough canal"" is 2 1/4 inch which is larger that standard ones. Though it did not take any of our tools to install, we did have to use some of our own to take off the old one. In all, I think it is was a great buy and functions as advertised.",5,4,0,Positive
6,7,0.046059567,0.2230929,0.73084754,"I just installed the toilet, and the powerful flush surprised me. It is pretty quiet too, both on the filling of the tank and the flush. I read many reviews before I bought the toilet, and went ahead and installed a better seat. Also, I adjusted the flapper to the number 10 setting before I installed it. If you go to YouTube, you can see videos of how to adjust it. Just type in ""Fluidmaster 540 flapper adjustment"" and you'll find what you need. I've always owned American Standard toilets, so I knew the install would be relatively easy. It a great john .. with a fine flush indeed. I would have given it 5 stars if it did not come with such a flimsy plastic seat.",4,5,0,Positive
7,8,0.028128307,0.09872469,0.873147,"We purchased this toilet about 5 months ago. After putting it through its paces for that time, I can say it really is great. It has plenty of flush power, and the installation and instructions were great. Everything fit together right out of the box and no leaks. There is also a great installation video on Lowes website that was very helpful as this was my first toilet replacement! I think I removed the old toilet and installed this one in under 3 hours. We are on a water meter and replaced an old, standard toilet that did not work as well as this one. The only (slight) downside is the plastic toilet seat that came with it - it is not real sturdy, but is adequate.",5,4,0,Positive
8,9,0.040652625,0.15383075,0.8055166,Purchased this a month ago to replace a standard height round toilet. There wasn't much room but this fits perfectly and actually takes up less room with the smaller tank. The flush is powerful and there is a decent amount of bowl wash and I haven't had to double flush it yet!!! The only complaint my wife has was with the plastic seat being cheap but for cost and ease of install you can't beat it. I will be buying another one soon to replace our other older toilets.,5,78,0,Positive
9,10,0.0071521453,0.037274715,0.95557314,"I did a lot of research on various toilets and finally settled on this one due to my limited space in a small bathroom. It was easy to install, fits great with its compact design, saves water and flushes like a champ. We liked it so much that we are putting another one in our master bath for the next remodel. Our contractor was impressed and is thinking of one for his home. This is a quality toilet that is simple, clean and flawless. Of course, the seat is not the best quality but it is certainly adequate. Overall, this is an excellent buy for a quality product that comes with everything you need (not supply lines). I don’t see how you can go wrong with it.",5,3,0,Positive
