,Id,roberta_neg,roberta_neu,roberta_pos,Review,Stars,like,dislike,Label
0,1,0.4888892,0.3711438,0.13996701,"Love it except for three very small items. 1) There's blue pieces of tape attached to the tank and the bowl (their purpose is unknown though I suspect it's part of the manufacturing/quality control process). I did not remove them before installation and wish I had. You need a razor blade to get all the adhesive off. 2) The seat that comes with it is loose, not ridiculously so, but enough to be annoying. It will be replaced soon. 3) ""Water-saving toilets"". I'll never be convinced that the vol...",4,8,2,Negative
1,2,0.5870307,0.33840472,0.0745646,"I purchased this for my down stair bathroom, after installing the base and getting ready to place the tank on I notice that it is missing the seal between tank and bowl. didn't know if it was suppose to come with it or not so I went back to the store and purchased it after installing the whole tank everything worked fine until I noticed a small leak. after inspecting it extremely closely I find there is a hair line crack in the corner of the bowl that is allowing the water to proceed out. I thought this was going to be a great product not so much here now I am out $150 because of a manufacture defect. do not purchase this item spend more to get a better product",1,5,7,Negative
2,3,0.28534716,0.34880918,0.3658436,"This is the same toilet that I've previously purchased for my previous 2 homes under the Jacuzzi ""lindsay"" name. Easy install, flushes great, easy to clean, good looking toilet (I'm partial to the square front base rather than round/oval). My only complaint, since under the Project Source name, is the damned ""complies with..."" stickers placed on the tank & bowl that are so hard to remove. I spent more time removing those than placing & securing the actual toilet!",5,1,0,Positive
3,4,0.06864072,0.24055715,0.69080216,Don’t buy the suggested installation add-ons from the Lowes website - this toilet came with everything for replacement. Love the 17.5 height from floor to seat and the water efficient flushing action. Installer appreciated the two piece design.,5,10,0,Positive
4,5,0.71782744,0.23636766,0.045804918,"I bought two 17 inches high toilet to replace my 15.5 inches. First one worked and second one leaked. The Plumbing company came 3 times to install and reinstall but still leaked so after $375 charge, it was determined the toilet is defective. They installed old 15.5 inch back and no leaks. I took the toilet back to Lowe’s and they took it back and gave me credit. Hopefully they won’t sell that defective toilet to someone else.",3,7,1,Negative
5,6,0.014050953,0.064710185,0.9212389,I love the fact that the seat is high enough you don’t feel like your sitting on the floor.,5,8,0,Positive
6,7,0.07438908,0.13648914,0.7891218,"had to replace a 1 year old toilet, so I was looking for a better quality toilet. I read 100s of bad reviews. most of which were from missing parts, damaged merchandise, or complaints about cheap seats. this review could easily have been bad if I used that metric. the first one I picked up was damaged. I discovered this because I was meticulously was checking everything, cracks, loose bolts, and for anything that might cause a problem with my installation. had I checked it out a little bit before I left the store, I wouldn't have had to make a 2nd trip. the second one one was perfect, installation was a breeze and it flushed fabulous, however when flushed only half the water escapes before the flap closes. this however is plenty of water and flush normal daily duty stuff. the awesome part is that if you need to, you could hold down the handle and get a super flush. all the guts inside are standard on the shelf items, which is why I couldn't just fix my old one. so that's awesome. lastly the seat....it was given for free, and as they say you get what you pay for, so if you want a nice seat buy one, this one is just fine for me. bottom line LOVE THIS TOILET.!!!",5,5,0,Positive
7,8,0.01600256,0.13676709,0.8472303,The toilet seat is very cheap. But the toilet its self is great for the price.,4,5,0,Positive
8,9,0.008520456,0.046811227,0.9446683,Love the toilet. Height makes a big difference. Very good flushing action.,5,10,4,Positive
9,10,0.54052967,0.43600574,0.023464635,"Water Tank Rubber Gasket doesn't seat tight to bowel at first, re tighten several times",3,3,0,Negative
10,11,0.13413925,0.45226625,0.41359448,The toilet is fine and easy to install however it did not have a soft close seat or lid which is practically standard in toilets nowadays.,4,0,0,Neutral
11,12,0.023944521,0.1607348,0.8153207,"Easy install. Appears to be a quality toilet for the cost. Like the fact it comes with Fluidmaster parts. Flushing power seems to be good. The only part I didnt use was the wax ring seal, up graded to the no wax silicone seal because it was an old house.",5,2,0,Positive
12,13,0.011292349,0.08278151,0.90592617,So much better on our backs the height is just right now.,5,4,1,Positive
13,14,0.96577215,0.030906873,0.0033209834,I bought 2 of this product and one came with a crack with a slow steady leak that couldn't be fixed. So now I have to pay a plumber to come out for the second time to intall my toilet after I try and figure out how I am going to get the defective toilet back to the store. I am not happt at all!!!!!,1,1,0,Negative
14,15,0.89017075,0.099288955,0.0105402805,Installed and the water leaked out of the bowl. Called a plumber and he discovered the leak was internal and nothing we did--just defective. For the price of the plumber--spend a little more and don't get this!!!!,1,1,0,Negative
15,16,0.74062777,0.22874734,0.030624911,Purchased this toilet and installed only to find it leaks. Took it apart and found both tank bolts loose. Put it back together still leaked. Found the huge main nut holding the tank seal was also loose. 2 days and several times back apart we are finally able to use it. All the loose hardware was installed by the manufacturer. Double check everything before you waste your time installing.,2,0,1,Negative
16,17,0.007170111,0.05847468,0.93435514,Love product. Product is just the right size and height.,5,1,1,Positive
17,18,0.025663631,0.24184859,0.73248774,i needed to replace the small toilet in my mobile home that was sized for a child. This toilet is the rght size and sturdy. Plus it is a water saver. It was easy for the contractor to install.,5,0,0,Positive
